ablation_family,comparison,evidence_type,candidate,reference,metric,candidate_value,reference_value,delta,higher_is_better,candidate_wins,source_artifact,interpretation
assignment_layer,vanilla_hmm_assignment_vs_vanilla_gmm_assignment,structural,contrastive_hmm,contrastive,transition_diagonal_probability,0.9763466850828728,0.967282458563536,0.009064226519336804,True,True,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether sequential HMM assignment improves the vanilla contrastive regime path over GMM assignment.
assignment_layer,vanilla_hmm_assignment_vs_vanilla_gmm_assignment,structural,contrastive_hmm,contrastive,avg_regime_duration,42.17718446601942,30.51273046532045,11.66445400069897,,,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether sequential HMM assignment improves the vanilla contrastive regime path over GMM assignment.
assignment_layer,guided_hmm_assignment_vs_guided_gmm_assignment,structural,hmm_guided_hmm,hmm_guided_gmm,hmm_reference_nmi,0.8687274697326897,0.6091188863363399,0.25960858339634973,True,True,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether sequential HMM assignment improves the HMM-guided embedding path over GMM assignment.
assignment_layer,guided_hmm_assignment_vs_guided_gmm_assignment,structural,hmm_guided_hmm,hmm_guided_gmm,hmm_reference_purity,0.9573862001496232,0.7587040340680209,0.19868216608160227,True,True,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether sequential HMM assignment improves the HMM-guided embedding path over GMM assignment.
assignment_layer,guided_hmm_assignment_vs_guided_gmm_assignment,structural,hmm_guided_hmm,hmm_guided_gmm,transition_diagonal_probability,0.8252773147882062,0.8036668774067475,0.021610437381458736,True,True,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether sequential HMM assignment improves the HMM-guided embedding path over GMM assignment.
assignment_layer,guided_hmm_assignment_vs_guided_gmm_assignment,structural,hmm_guided_hmm,hmm_guided_gmm,avg_regime_duration,5.721802038803025,5.092186128182616,0.6296159106204087,,,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether sequential HMM assignment improves the HMM-guided embedding path over GMM assignment.
assignment_layer,time_frequency_hmm_assignment_vs_time_frequency_gmm_assignment,structural,tf_hmm_guided_hmm,tf_hmm_guided_gmm,hmm_reference_nmi,0.5277618682451146,0.5038486733456893,0.02391319489942534,True,True,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether HMM assignment remains preferable on the time-frequency guided prototype.
assignment_layer,time_frequency_hmm_assignment_vs_time_frequency_gmm_assignment,structural,tf_hmm_guided_hmm,tf_hmm_guided_gmm,hmm_reference_purity,0.7037751050238822,0.6817632502733498,0.022011854750532356,True,True,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether HMM assignment remains preferable on the time-frequency guided prototype.
assignment_layer,time_frequency_hmm_assignment_vs_time_frequency_gmm_assignment,structural,tf_hmm_guided_hmm,tf_hmm_guided_gmm,transition_diagonal_probability,0.8808552215644577,0.8454796252658199,0.035375596298637846,True,True,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether HMM assignment remains preferable on the time-frequency guided prototype.
assignment_layer,time_frequency_hmm_assignment_vs_time_frequency_gmm_assignment,structural,tf_hmm_guided_hmm,tf_hmm_guided_gmm,avg_regime_duration,8.389585342333655,6.4696040156162855,1.9199813267173695,,,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether HMM assignment remains preferable on the time-frequency guided prototype.
augmentation_view,time_frequency_guided_hmm_vs_time_only_guided_hmm,structural,tf_hmm_guided_hmm,hmm_guided_hmm,hmm_reference_nmi,0.5277618682451146,0.8687274697326897,-0.34096560148757504,True,False,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether the current 3-epoch time-frequency view improves the guided-HMM structural result over the full time-only guided run.
augmentation_view,time_frequency_guided_hmm_vs_time_only_guided_hmm,structural,tf_hmm_guided_hmm,hmm_guided_hmm,hmm_reference_purity,0.7037751050238822,0.9573862001496232,-0.253611095125741,True,False,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether the current 3-epoch time-frequency view improves the guided-HMM structural result over the full time-only guided run.
augmentation_view,time_frequency_guided_hmm_vs_time_only_guided_hmm,structural,tf_hmm_guided_hmm,hmm_guided_hmm,transition_diagonal_probability,0.8808552215644577,0.8252773147882062,0.05557790677625152,True,True,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether the current 3-epoch time-frequency view improves the guided-HMM structural result over the full time-only guided run.
augmentation_view,time_frequency_guided_hmm_vs_time_only_guided_hmm,structural,tf_hmm_guided_hmm,hmm_guided_hmm,avg_regime_duration,8.389585342333655,5.721802038803025,2.66778330353063,,,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether the current 3-epoch time-frequency view improves the guided-HMM structural result over the full time-only guided run.
augmentation_view,time_frequency_guided_gmm_vs_time_only_guided_gmm,structural,tf_hmm_guided_gmm,hmm_guided_gmm,hmm_reference_nmi,0.5038486733456893,0.6091188863363399,-0.10527021299065065,True,False,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether the current 3-epoch time-frequency view improves the guided-GMM structural result over the full time-only guided run.
augmentation_view,time_frequency_guided_gmm_vs_time_only_guided_gmm,structural,tf_hmm_guided_gmm,hmm_guided_gmm,hmm_reference_purity,0.6817632502733498,0.7587040340680209,-0.07694078379467106,True,False,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether the current 3-epoch time-frequency view improves the guided-GMM structural result over the full time-only guided run.
augmentation_view,time_frequency_guided_gmm_vs_time_only_guided_gmm,structural,tf_hmm_guided_gmm,hmm_guided_gmm,transition_diagonal_probability,0.8454796252658199,0.8036668774067475,0.04181274785907241,True,True,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether the current 3-epoch time-frequency view improves the guided-GMM structural result over the full time-only guided run.
augmentation_view,time_frequency_guided_gmm_vs_time_only_guided_gmm,structural,tf_hmm_guided_gmm,hmm_guided_gmm,avg_regime_duration,6.4696040156162855,5.092186128182616,1.377417887433669,,,guided_encoder_comparison.csv + time_frequency_encoder_comparison.csv,Tests whether the current 3-epoch time-frequency view improves the guided-GMM structural result over the full time-only guided run.
objective_guidance,guided_hmm_alpha_vs_vanilla_contrastive_hmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_contrastive_hmm,IC,0.0094473328226136,-0.0026100348883464,0.01205736771096,True,True,walkforward_experiment_results.csv,Tests whether the HMM-guided learned-regime alpha model improves downstream performance over the vanilla contrastive-HMM alpha path.
objective_guidance,guided_hmm_alpha_vs_vanilla_contrastive_hmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_contrastive_hmm,Sharpe,0.0989498157553059,-0.5476144504540091,0.6465642662093151,True,True,walkforward_experiment_results.csv,Tests whether the HMM-guided learned-regime alpha model improves downstream performance over the vanilla contrastive-HMM alpha path.
objective_guidance,guided_hmm_alpha_vs_vanilla_contrastive_hmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_contrastive_hmm,drawdown,-0.6141311494707745,-0.7780515380365126,0.1639203885657381,True,True,walkforward_experiment_results.csv,Tests whether the HMM-guided learned-regime alpha model improves downstream performance over the vanilla contrastive-HMM alpha path.
objective_guidance,guided_hmm_alpha_vs_vanilla_contrastive_hmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_contrastive_hmm,total_return,0.0305549845610433,-0.6848021686090797,0.715357153170123,True,True,walkforward_experiment_results.csv,Tests whether the HMM-guided learned-regime alpha model improves downstream performance over the vanilla contrastive-HMM alpha path.
objective_guidance,guided_gmm_alpha_vs_vanilla_contrastive_gmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_gmm,regime_lgbm_contrastive,IC,-0.0091634742137621,-0.0110019719214156,0.0018384977076534997,True,True,walkforward_experiment_results.csv,Tests whether HMM-guided embeddings help downstream alpha when assignment remains GMM-based.
objective_guidance,guided_gmm_alpha_vs_vanilla_contrastive_gmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_gmm,regime_lgbm_contrastive,Sharpe,-0.9763733673068326,-0.8335982148791298,-0.14277515242770278,True,False,walkforward_experiment_results.csv,Tests whether HMM-guided embeddings help downstream alpha when assignment remains GMM-based.
objective_guidance,guided_gmm_alpha_vs_vanilla_contrastive_gmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_gmm,regime_lgbm_contrastive,drawdown,-0.9002993859947188,-0.9259807359213929,0.025681349926674035,True,True,walkforward_experiment_results.csv,Tests whether HMM-guided embeddings help downstream alpha when assignment remains GMM-based.
objective_guidance,guided_gmm_alpha_vs_vanilla_contrastive_gmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_gmm,regime_lgbm_contrastive,total_return,-0.8541252618056142,-0.8229074340958306,-0.031217827709783652,True,False,walkforward_experiment_results.csv,Tests whether HMM-guided embeddings help downstream alpha when assignment remains GMM-based.
assignment_layer,vanilla_hmm_alpha_vs_vanilla_gmm_alpha,downstream_alpha,regime_lgbm_contrastive_hmm,regime_lgbm_contrastive,IC,-0.0026100348883464,-0.0110019719214156,0.008391937033069199,True,True,walkforward_experiment_results.csv,Tests whether HMM assignment improves downstream alpha for vanilla contrastive embeddings.
assignment_layer,vanilla_hmm_alpha_vs_vanilla_gmm_alpha,downstream_alpha,regime_lgbm_contrastive_hmm,regime_lgbm_contrastive,Sharpe,-0.5476144504540091,-0.8335982148791298,0.28598376442512063,True,True,walkforward_experiment_results.csv,Tests whether HMM assignment improves downstream alpha for vanilla contrastive embeddings.
assignment_layer,vanilla_hmm_alpha_vs_vanilla_gmm_alpha,downstream_alpha,regime_lgbm_contrastive_hmm,regime_lgbm_contrastive,drawdown,-0.7780515380365126,-0.9259807359213929,0.14792919788488024,True,True,walkforward_experiment_results.csv,Tests whether HMM assignment improves downstream alpha for vanilla contrastive embeddings.
assignment_layer,vanilla_hmm_alpha_vs_vanilla_gmm_alpha,downstream_alpha,regime_lgbm_contrastive_hmm,regime_lgbm_contrastive,total_return,-0.6848021686090797,-0.8229074340958306,0.13810526548675084,True,True,walkforward_experiment_results.csv,Tests whether HMM assignment improves downstream alpha for vanilla contrastive embeddings.
assignment_layer,guided_hmm_alpha_vs_guided_gmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_hmm_guided_gmm,IC,0.0094473328226136,-0.0091634742137621,0.0186108070363757,True,True,walkforward_experiment_results.csv,Tests whether HMM assignment improves downstream alpha for HMM-guided embeddings.
assignment_layer,guided_hmm_alpha_vs_guided_gmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_hmm_guided_gmm,Sharpe,0.0989498157553059,-0.9763733673068326,1.0753231830621384,True,True,walkforward_experiment_results.csv,Tests whether HMM assignment improves downstream alpha for HMM-guided embeddings.
assignment_layer,guided_hmm_alpha_vs_guided_gmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_hmm_guided_gmm,drawdown,-0.6141311494707745,-0.9002993859947188,0.2861682365239443,True,True,walkforward_experiment_results.csv,Tests whether HMM assignment improves downstream alpha for HMM-guided embeddings.
assignment_layer,guided_hmm_alpha_vs_guided_gmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_hmm_guided_gmm,total_return,0.0305549845610433,-0.8541252618056142,0.8846802463666575,True,True,walkforward_experiment_results.csv,Tests whether HMM assignment improves downstream alpha for HMM-guided embeddings.
classical_reference,guided_hmm_alpha_vs_raw_feature_hmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_hmm,IC,0.0094473328226136,0.0051131260203158,0.0043342068022977995,True,True,walkforward_experiment_results.csv,Tests the main paper comparison: guided learned regimes versus the classical raw-feature HMM alpha baseline.
classical_reference,guided_hmm_alpha_vs_raw_feature_hmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_hmm,Sharpe,0.0989498157553059,-0.3404628502108155,0.4394126659661214,True,True,walkforward_experiment_results.csv,Tests the main paper comparison: guided learned regimes versus the classical raw-feature HMM alpha baseline.
classical_reference,guided_hmm_alpha_vs_raw_feature_hmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_hmm,drawdown,-0.6141311494707745,-0.709592437948333,0.09546128847755853,True,True,walkforward_experiment_results.csv,Tests the main paper comparison: guided learned regimes versus the classical raw-feature HMM alpha baseline.
classical_reference,guided_hmm_alpha_vs_raw_feature_hmm_alpha,downstream_alpha,regime_lgbm_hmm_guided_hmm,regime_lgbm_hmm,total_return,0.0305549845610433,-0.5363810345641582,0.5669360191252015,True,True,walkforward_experiment_results.csv,Tests the main paper comparison: guided learned regimes versus the classical raw-feature HMM alpha baseline.
